locus_tag	Control1	Control2	Control3	Treatment1	Treatment2	Treatment3
gene4912	0	1	1	3	1	4
gene4913	4	5	4	2	2	6
gene4914	1	1	1	3	0	5
gene4915	5	4	9	5	2	12
gene4916	3	5	6	4	2	6
gene4917	0	2	2	2	1	5
gene4918	3	15	10	11	9	18
gene4919	10	10	14	10	11	27
gene4920	5	18	14	9	6	19
gene4921	0	5	4	3	2	9
gene4922	21	40	29	36	26	63
gene4923	4	3	3	6	7	14
gene4924	5	9	4	7	7	9
gene4925	1	7	2	6	2	10
gene4926	0	2	2	1	2	5
gene4927	5	4	8	7	6	15
gene4928	24	27	37	36	42	62
gene4929	3	8	7	5	2	13
gene4930	3	8	7	8	11	19
gene4931	15	22	17	27	40	45
gene4932	31	68	62	173	247	275
gene4933	53	103	110	256	343	403
gene4934	31	74	64	172	238	253
gene4935	58	140	133	350	425	545
gene4936	3	4	5	7	10	9
gene4937	10	25	16	22	35	48
gene4938	22	53	45	59	105	111
gene4939	18	18	18	41	43	74
gene4940	8	8	12	32	33	34
gene4941	17	40	31	77	113	128
gene4942	28	62	56	95	75	120
gene4943	27	43	42	86	100	156
gene4944	15	33	24	53	85	136
gene4945	18	38	35	97	118	134
gene4946	6	14	12	33	51	73
gene4947	11	14	13	38	59	66
gene4948	4	3	6	1	8	4
gene4949	3	3	4	7	13	17
gene4950	4	11	8	20	11	20
gene4951	3	7	6	11	18	21
gene4952	11	13	19	20	24	29
gene4953	4	9	8	12	10	24
gene4954	20	29	10	30	21	48
gene4955	3	3	4	4	5	10
gene4956	3	1	6	4	6	10
gene4957	2	8	6	8	12	19
gene4958	5	8	6	4	5	15
gene4959	6	20	13	16	39	38
gene4960	10	19	14	31	41	64
gene4961	10	14	14	23	41	54
gene4962	0	1	0	2	2	7
gene4963	13	15	26	58	65	80
gene4964	7	15	10	34	38	50
gene4965	0	2	2	9	7	10
gene4966	1	3	3	8	15	10
gene4967	7	15	20	31	48	36
gene4968	3	8	1	5	15	10
gene4969	1	6	1	13	7	11
gene4970	2	2	4	3	3	10
gene4971	10	16	14	9	18	33
gene4972	12	15	13	18	23	45
gene4973	21	68	61	59	55	90
gene4974	9	21	14	26	31	40
gene4975	4	3	2	3	7	10
gene4976	2	1	1	1	1	4
gene4977	0	2	0	3	0	5
gene4978	2	1	1	1	0	2
gene4979	0	2	1	0	0	1
gene4980	1	0	0	1	0	0
gene4981	0	3	1	4	0	7
gene4982	2	5	2	0	5	7
gene4983	3	1	3	4	1	4
gene4984	1	4	2	8	6	1
gene4985	1	2	0	1	3	8
gene4986	1	5	3	6	1	7
gene4987	0	0	1	3	2	0
gene4988	4	3	1	4	5	10
gene4989	1	3	3	3	0	2
gene4990	2	2	0	4	1	2
gene4991	3	2	9	6	3	15
gene4992	2	2	4	4	4	18
gene4993	3	10	6	7	1	7
gene4994	2	3	5	3	3	5
gene4995	2	1	1	1	5	9
gene4996	6	14	12	22	43	42
gene4997	8	16	13	52	73	86
gene4998	6	7	6	10	7	12
gene4999	4	12	10	13	23	34
gene5000	11	12	18	29	39	37
gene5001	6	9	11	16	22	38
gene5002	3	6	2	23	31	32
gene5003	4	8	8	17	15	21
gene5004	4	9	10	37	52	61
gene5005	18	41	33	52	72	99
gene5006	1	3	6	13	19	31
gene5007	0	6	3	15	19	14
gene5008	1	1	9	6	13	18
gene5009	0	1	1	14	12	14
gene5010	3	5	3	11	20	12
gene5011	3	6	9	8	13	17
gene5012	7	7	5	18	21	28
gene5013	11	34	32	38	51	71
gene5014	5	15	21	33	50	45
gene5015	104	214	197	175	236	362
gene5016	51	99	81	94	149	161
gene5017	22	20	27	47	22	58
gene5018	5	11	5	5	10	19
gene5019	4	8	8	14	18	18
gene5020	2	9	8	2	5	11
gene5021	3	12	9	10	8	22
gene5022	10	12	12	19	28	32
gene5023	4	7	6	9	10	12
gene5024	3	3	1	2	3	7
gene5025	1	6	6	3	2	9
gene5026	2	2	1	2	1	2
gene5027	2	4	3	0	3	3
gene5028	3	4	8	6	13	16
gene5029	1	2	0	2	9	7
gene5030	14	17	23	10	7	19
gene5031	3	2	4	3	4	4
gene5032	1	3	3	2	0	1
gene5033	2	4	4	1	2	7
gene5034	9	17	8	12	17	19
gene5035	6	17	7	17	18	31
gene5036	21	37	52	48	76	109
gene5037	16	26	21	57	66	99
gene5038	8	12	15	23	25	27
gene5039	5	8	13	25	37	37
gene5040	23	44	35	39	48	67
gene5041	1	9	4	5	5	8
gene5042	4	12	6	4	14	12
gene5043	3	6	4	4	8	15
gene5044	22	37	29	39	47	83
gene5045	16	47	37	49	57	113
gene5046	32	60	48	83	166	209
gene5047	7	4	11	19	18	25
gene5048	3	2	4	9	11	14
gene5049	107	146	147	586	961	945
gene5050	2	8	4	5	9	16
gene5051	7	32	16	21	31	49
gene5052	4	8	6	0	8	8
gene5053	1	19	14	4	14	25
gene5054	9	37	21	20	12	42
gene5055	3	6	0	2	4	9
gene5056	8	20	11	12	9	14
gene5057	3	5	1	9	3	18
gene5058	4	24	8	17	4	15
gene5059	1	9	0	5	2	13
gene5060	41	145	108	99	51	214
gene5061	9	15	19	13	6	24
gene5062	1	2	1	2	8	10
gene5063	10	9	8	13	18	35
gene5064	0	0	2	1	5	10
gene5065	4	8	6	12	16	18
gene5066	5	9	7	10	22	27
gene5067	2	11	15	12	21	15
gene5068	5	7	5	5	7	15
gene5069	1	3	3	3	3	7
gene5070	1	6	6	14	10	14
gene5071	0	1	0	3	5	12
gene5072	17	52	23	51	19	86
gene5073	1	2	11	2	8	12
gene5074	5	7	4	11	7	18
gene5075	3	11	5	15	17	25
gene5076	11	20	22	33	32	40
gene5077	11	20	19	55	56	73
gene5078	31	66	48	54	53	101
gene5079	2	5	3	0	6	5
gene5080	11	21	14	18	20	42
gene5081	1	2	3	1	3	7
gene5082	3	6	2	1	3	5
gene5083	0	1	1	2	1	2
gene5084	1	5	1	3	2	5
gene5085	1	1	7	4	2	5
gene5086	0	1	0	1	0	3
gene5087	1	2	2	3	9	2
gene5088	1	0	1	0	1	2
gene5089	2	5	2	5	2	9
gene5090	3	4	3	4	1	5
gene5091	2	3	1	3	1	6
gene5092	1	7	5	2	1	9
gene5093	1	4	2	5	4	8
gene5094	3	1	2	3	1	3
gene5095	4	7	2	2	1	3
gene5096	3	9	1	0	3	9
gene5097	1	3	3	2	2	8
gene5098	4	2	5	3	4	13
gene5099	2	6	3	3	1	5
gene5100	13	25	18	10	10	25
gene5101	1	0	0	0	3	1
gene5102	0	2	0	0	0	3
gene5103	1	3	2	3	6	4
gene5104	1	1	1	2	1	3
gene5105	3	6	7	6	4	11
gene5106	8	10	7	13	4	22
gene5107	10	17	19	32	13	53
gene5108	7	12	10	16	8	21
gene5109	9	6	8	10	15	10
gene5110	14	34	35	24	39	51
gene5111	12	21	32	12	15	26
gene5112	7	18	9	11	13	24
gene5113	3	3	5	8	4	12
gene5114	7	7	14	21	21	43
gene5115	0	0	0	2	0	2
gene5116	1	1	0	1	0	1
gene5117	35	75	67	77	119	111
gene5118	26	32	46	73	79	85
gene5119	29	84	69	91	147	175
gene5120	0	0	2	4	2	5
gene5121	6	11	5	14	14	12
gene5122	0	6	5	2	2	9
gene5123	1	2	2	3	1	5
gene5124	1	4	2	0	7	11
gene5125	2	6	5	6	12	6
gene5126	2	3	4	4	0	3
gene5127	1	3	2	4	6	7
gene5128	11	4	10	22	28	58
gene5129	2	3	1	3	10	10
gene5130	3	6	6	15	32	25
gene5131	18	30	21	35	35	48
gene5132	0	1	2	3	0	1
gene5133	3	15	15	26	18	40
gene5134	14	18	13	21	27	49
gene5135	0	0	2	1	2	6
gene5136	6	2	11	4	12	16
gene5137	2	5	3	5	9	12
gene5138	2	14	8	9	10	17
gene5139	2	1	2	5	6	5
gene5140	5	6	3	9	7	24
gene5141	5	15	10	19	10	14
gene5142	4	8	8	14	20	30
gene5143	4	10	11	20	36	41
gene5144	1	2	0	1	0	1
gene5145	3	2	1	2	4	11
gene5146	17	27	23	19	30	53
gene5147	2	8	9	5	7	11
gene5148	0	6	2	5	1	7
gene5149	5	2	3	6	2	12
gene5150	5	12	17	14	22	22
gene5151	0	3	1	1	5	6
gene5152	10	18	14	15	16	21
gene5153	10	15	8	9	12	17
gene5154	1	3	2	1	2	9
gene5155	0	1	1	2	4	3
gene5156	1	3	2	3	4	6
gene5157	3	2	3	3	1	2
gene5158	0	3	1	4	2	7
gene5159	0	3	3	3	4	9
gene5160	3	2	8	4	2	9
gene5161	14	24	23	36	46	58
gene5162	2	10	10	8	15	23
gene5163	9	14	14	17	30	32
gene5164	6	8	5	3	10	15
gene5165	3	6	7	5	15	20
gene5166	2	3	6	3	2	7
gene5167	17	47	29	26	11	45
gene5168	2	10	5	4	1	11
gene5169	5	16	7	6	6	10
gene5170	3	10	4	9	6	14
gene5171	6	22	12	12	6	32
gene5172	8	19	24	10	9	26
gene5173	5	16	19	5	10	22
gene5174	16	20	22	56	99	86
gene5175	8	10	8	16	7	21
gene5176	7	20	18	26	28	47
gene5177	5	8	4	9	8	19
gene5178	70	129	133	107	63	187
gene5179	1	2	1	3	1	7
gene5180	1	1	2	7	3	5
gene5181	5	9	9	12	11	38
gene5182	2	6	5	9	5	31
gene5183	3	1	2	2	1	4
gene5184	2	5	4	5	7	5
gene5185	3	1	2	1	5	4
gene5186	1	2	4	6	2	2
gene5187	2	4	2	3	1	5
gene5188	3	5	1	1	2	6
gene5189	2	2	1	3	2	4
gene5190	1	6	4	4	7	8
gene5191	0	0	2	2	2	5
gene5192	25	49	58	97	142	178
gene5193	6	10	6	16	17	31
gene5194	1	7	8	14	16	18
gene5195	2	2	4	5	2	2
gene5196	1	3	2	1	5	7
gene5197	0	4	1	8	7	7
gene5198	3	1	8	6	4	15
gene5199	6	5	4	8	5	11
gene5200	7	16	14	11	15	28
gene5201	4	15	16	25	29	48
gene5202	3	2	4	3	2	4
gene5203	5	10	12	11	10	26
gene5204	3	10	14	6	17	32
gene5205	0	1	2	3	0	5
gene5206	1	5	6	7	6	16
gene5207	2	0	3	5	2	6
gene5208	2	3	5	8	16	13
gene5209	9	8	6	11	15	12
gene5210	8	13	12	13	14	30
gene5211	1	2	1	0	1	0
gene5212	6	11	15	13	7	28
gene5213	15	19	11	13	13	20
gene5214	3	10	11	15	26	21
gene5215	16	21	28	27	43	41
gene5216	2	4	3	7	11	12
gene5217	12	26	20	20	22	41
gene5218	0	3	1	6	2	1
gene5219	4	2	2	3	1	5
gene5220	2	5	2	3	1	2
gene5221	0	2	5	4	4	13
gene5222	1	0	2	5	5	9
gene5223	7	15	11	20	24	40
gene5224	15	29	33	26	39	58
gene5225	3	3	2	8	6	16
gene5226	2	1	7	7	18	17
gene5227	6	2	5	11	6	16
gene5228	14	17	16	36	33	57
gene5229	2	4	2	0	10	4
gene5230	2	1	2	2	1	10
gene5231	1	15	3	7	3	6
gene5232	5	10	4	6	6	17
gene5233	1	3	3	4	5	6
gene5234	2	2	1	5	1	11
gene5235	3	8	4	11	14	13
gene5236	5	2	6	9	9	12
gene5237	4	13	16	24	27	31
gene5238	2	3	2	6	7	10
gene5239	43	80	67	165	170	219
gene5240	67	77	65	105	249	264
gene5241	8	19	20	31	40	40
gene5242	14	26	26	43	41	70
gene5243	10	27	23	17	39	49
gene5244	5	3	0	14	24	29
gene5245	11	9	10	11	25	17
gene5246	1	4	2	3	11	8
gene5247	2	1	3	6	4	10
gene5248	6	10	12	25	31	34
gene5249	1	4	4	4	5	12
gene5250	4	6	5	15	16	26
gene5251	2	6	2	4	8	6
gene5252	10	12	10	15	28	36
gene5253	24	75	56	46	40	98
gene5254	2	2	1	4	2	3
gene5255	19	27	35	34	34	42
gene5256	6	4	6	8	12	13
gene5257	1	6	6	14	22	23
gene5258	7	7	9	14	13	20
gene5259	4	4	2	5	4	16
gene5260	9	14	19	27	30	43
gene5261	24	22	14	25	15	43
gene5262	8	12	17	20	17	30
gene5263	6	16	18	26	27	30
gene5264	1	6	3	8	7	12
gene5265	4	9	5	11	7	16
gene5266	2	3	3	3	2	4
gene5267	0	1	0	0	1	0
gene5268	2	6	2	6	8	11
gene5269	2	3	2	2	3	8
gene5270	6	4	2	4	6	10
gene5271	2	2	4	4	3	7
gene5272	15	21	24	18	12	29
gene5273	2	3	7	4	4	3
gene5274	4	10	6	35	62	66
gene5275	2	3	8	12	23	26
gene5276	2	2	0	4	3	9
gene5277	9	13	7	18	30	45
gene5278	1	4	4	8	15	19
gene5279	3	8	4	14	13	20
gene5280	3	2	4	0	8	8
gene5281	1	0	1	3	2	7
gene5282	0	1	1	1	1	1
gene5283	4	4	3	3	4	13
gene5284	0	2	0	1	4	3
gene5285	16	13	21	33	30	59
gene5286	5	14	10	28	35	38
gene5287	3	7	10	9	10	12
gene5288	14	29	29	30	49	53
gene5289	0	4	1	2	7	4
gene5290	3	6	4	3	6	8
gene5291	2	8	3	14	10	20
gene5292	2	3	5	2	3	9
gene5293	0	2	2	2	2	6
gene5294	0	3	0	3	1	6
gene5295	2	6	4	10	21	22
gene5296	14	30	15	44	47	60
gene5297	1	4	1	7	1	8
gene5298	6	8	7	15	25	27
gene5299	3	2	6	12	18	29
gene5300	22	31	41	67	95	102
gene5301	13	35	33	55	76	102
gene5302	4	7	7	6	13	10
gene5303	1	11	8	10	22	14
gene5304	23	31	32	21	32	51
gene5305	3	9	4	3	5	10
gene5306	5	3	5	5	5	4
gene5307	9	10	10	9	11	26
gene5308	6	8	5	14	13	19
gene5309	3	5	10	7	11	12
gene5310	4	3	3	5	9	13
gene5311	3	1	3	3	5	3
gene5312	21	52	46	35	34	70
gene5313	16	30	29	17	17	29
gene5314	3	12	14	6	14	11
gene5315	17	25	29	75	96	114
gene5316	81	180	151	381	601	730
gene5317	7	9	6	4	5	13
gene5318	0	1	1	4	2	5
gene5319	3	5	4	3	6	13
gene5320	4	11	4	23	28	29
gene5321	1	6	1	0	7	12
gene5322	22	45	22	33	36	82
gene5323	0	5	9	9	13	12
gene5324	6	8	10	15	6	7
gene5325	1	2	2	3	2	2
gene5326	0	0	0	0	1	1
gene5327	2	1	1	2	4	1
gene5328	0	0	0	2	0	0
gene5329	1	1	4	3	5	3
gene5330	5	8	11	22	19	23
gene5331	9	8	18	20	30	20
gene5332	15	19	19	53	72	71
gene5333	3	6	4	14	13	19
gene5334	6	8	8	15	26	20
gene5335	5	10	6	10	14	27
gene5336	7	4	1	10	11	10
gene5337	28	38	49	69	114	134
gene5338	15	31	24	64	74	106
gene5339	6	6	5	20	38	37
gene5340	7	2	2	5	11	20
gene5341	0	0	0	1	0	1
gene5342	0	3	1	5	9	5
gene5343	4	4	5	2	10	11
gene5344	2	10	9	13	25	27
gene5345	6	11	7	15	25	22
gene5346	6	14	12	23	25	24
gene5347	3	5	5	4	13	9
gene5348	16	15	30	36	61	89
gene5349	4	13	10	15	10	25
gene5350	1	1	3	2	10	3
gene5351	2	2	8	10	10	14
gene5352	1	0	1	0	0	2
gene5353	0	2	1	1	2	2
gene5354	1	0	0	0	1	2
gene5355	0	4	2	5	3	5
gene5356	2	5	3	2	2	5
gene5357	3	7	3	5	12	10
gene5358	11	13	19	14	14	22
gene5359	3	5	5	5	9	12
gene5360	19	40	33	28	11	67
gene5361	10	15	13	9	10	15
gene5362	4	6	16	12	29	36
gene5363	6	4	3	14	20	23
gene5364	8	19	12	11	16	22
gene5365	10	20	17	6	5	24
gene5366	10	22	21	12	8	21
gene5367	13	39	32	14	11	22
gene5368	21	70	44	35	15	51
gene5369	127	367	257	115	70	229
gene5370	1	2	1	11	8	15
gene5371	1	6	4	16	18	22
gene5372	4	4	3	14	7	14
gene5373	8	6	7	4	6	9
gene5374	1	2	4	3	2	4
gene5375	2	3	3	3	2	5
gene5376	3	5	3	6	3	10
gene5377	2	5	6	2	1	4
gene5378	3	11	13	7	8	9
gene5379	2	2	0	3	2	5
gene5380	2	4	7	8	4	11
gene5381	2	0	0	2	3	2
gene5382	0	0	0	3	1	1
gene5383	2	1	0	0	0	2
gene5384	0	0	0	0	0	0
gene5385	0	0	0	0	0	0
gene5386	0	0	2	0	0	1
gene5387	0	0	0	0	0	1
gene5388	2	0	1	3	1	2
gene5389	1	4	3	1	5	2
gene5390	0	2	0	4	0	7
gene5391	0	0	1	1	0	1
gene5392	0	0	0	0	0	0
gene5393	1	3	0	1	0	5
gene5394	2	0	0	1	4	7
gene5395	0	0	1	0	0	2
gene5396	5	3	1	2	7	5
gene5397	1	0	0	1	0	0
gene5398	1	3	4	2	2	2
gene5399	0	2	1	0	1	4
gene5400	0	0	1	1	0	1
gene5401	1	1	0	2	0	0
gene5402	3	2	4	5	3	4
gene5403	0	0	1	1	3	6
gene5404	0	0	0	0	0	0
gene5405	0	1	0	0	1	1
gene5406	1	3	2	6	12	15
gene5407	0	0	3	3	3	8
gene5408	2	1	0	1	4	2
gene5409	1	3	6	3	4	8
gene5410	4	6	0	5	1	8
gene5411	2	3	3	3	6	6
gene5412	3	8	10	14	16	21
gene5413	4	14	13	8	12	15
gene5414	0	3	2	5	4	10
gene5415	0	3	3	4	1	1
gene5416	2	1	3	3	2	2
gene5417	0	1	0	0	0	1
gene5418	4	9	2	5	5	4
gene5419	0	3	0	3	1	3
gene5420	2	5	0	6	2	1
gene5421	7	8	11	8	4	10
gene5422	5	7	9	7	7	16
gene5423	5	3	10	9	5	15
gene5424	3	2	4	14	15	19
gene5425	3	8	5	9	9	21
gene5426	9	4	10	16	16	25
gene5427	2	18	8	1	2	12
gene5428	4	8	8	3	5	10
gene5429	59	118	119	149	265	302
gene5430	3	14	6	14	14	25
gene5431	0	0	1	1	0	4
gene5432	1	0	0	1	1	2
gene5433	0	2	0	1	1	2
gene5434	1	2	2	5	3	12
gene5435	22	54	55	27	47	68
gene5436	7	28	29	11	15	48
gene5437	7	14	17	22	29	28
gene5438	7	17	16	23	28	33
gene5439	4	6	4	7	4	10
gene5440	1	2	2	2	2	7
gene5441	7	12	18	20	11	22
gene5442	4	6	5	5	10	12
gene5443	3	17	12	22	37	43
gene5444	0	2	2	5	0	4
gene5445	4	13	10	17	31	33
gene5446	21	27	33	20	29	59
gene5447	5	12	4	11	9	14
gene5448	4	2	6	2	5	8
gene5449	1	5	4	1	4	8
gene5450	2	9	3	8	1	10
gene5451	0	2	4	4	5	4
gene5452	5	4	4	6	7	11
gene5453	2	5	5	0	8	7
gene5454	2	7	9	7	13	13
gene5455	5	7	12	11	14	14
gene5456	4	3	3	2	6	2
gene5457	1	5	2	0	4	5
gene5458	0	4	3	6	2	12
gene5459	1	3	4	3	6	4
gene5460	0	1	1	6	0	2
gene5461	7	13	16	28	39	59
gene5462	5	1	1	1	9	9
gene5463	2	7	0	4	4	10
gene5464	7	9	8	10	19	29
gene5465	2	2	6	5	4	7
gene5466	2	3	0	2	2	2
gene5467	0	0	1	0	3	5
gene5468	5	5	2	9	2	7
gene5469	2	7	10	6	5	17
gene5470	1	11	5	7	3	11
gene5471	7	34	10	34	10	31
gene5471.1	5	4	6	4	3	9
gene5472	1	5	6	6	13	16
gene5473	8	3	4	9	4	14
gene5474	1	6	4	5	8	7
gene5475	0	3	0	1	3	2
gene5476	2	4	4	3	2	12
gene5477	6	3	2	3	8	10
gene5478	1	8	4	20	8	17
gene5479	7	12	15	75	117	132
gene5480	0	2	0	3	4	5
gene5481	3	4	8	6	3	10
gene5482	5	5	7	8	5	4
gene5483	7	13	13	28	7	26
gene5484	10	10	8	10	15	25
gene5485	3	4	0	8	7	11
gene5486	2	5	4	4	2	11
gene5487	8	17	20	30	21	38
gene5488	15	17	32	26	41	55
gene5489	28	75	42	70	55	140
gene5490	17	19	42	56	69	85
gene5491	11	25	25	33	49	62
gene5492	15	25	24	45	16	53
gene5493	6	13	20	37	34	55
gene5494	5	1	1	7	14	14
gene5495	1	6	2	9	12	9
gene5496	1	2	5	6	8	7
gene5497	8	25	22	19	23	32
gene5498	1	5	4	5	8	13
gene5499	2	6	2	7	7	11
gene5500	5	5	2	11	9	12
gene5501	2	4	3	6	6	13
gene5502	3	5	6	6	5	13
gene5503	4	6	9	6	16	26
gene5504	6	6	5	8	13	17
gene5505	9	25	14	18	31	43
gene5506	2	4	2	2	5	7
gene5507	4	3	2	5	9	10
gene5508	3	4	3	4	5	6
gene5509	6	9	3	6	11	12
gene5510	4	7	3	10	13	15
gene5511	5	8	10	15	9	17
gene5512	5	3	5	7	9	16
gene5513	1	4	2	3	4	11
gene5514	4	2	8	7	6	7
gene5515	1	4	4	7	5	7
gene5516	3	8	14	12	17	15
gene5517	1	6	3	4	2	9
gene5518	5	13	8	25	14	32
gene5519	3	7	8	6	10	8
gene5520	5	4	2	6	7	15
gene5521	15	16	17	20	21	23
gene5522	7	7	13	6	6	20
gene5523	18	27	17	29	17	58
gene5524	10	17	14	13	15	23
gene5525	16	41	28	28	19	56
gene5526	9	17	12	19	14	29
gene5527	8	15	11	13	18	29
gene5528	34	52	36	29	28	66
gene5529	14	25	22	10	20	30
gene5530	37	65	55	49	68	97
gene5531	13	25	26	21	27	47
gene5532	2	1	0	0	1	5
gene5533	4	7	9	11	15	7
gene5534	0	2	2	1	4	4
gene5535	1	5	0	4	4	1
gene5536	0	0	0	2	0	1
gene5537	1	1	2	1	2	2
gene5538	1	5	1	7	1	6
gene5539	0	0	1	1	0	3
gene5540	0	3	0	1	1	2
gene5541	0	2	2	3	2	3
gene5542	0	2	1	2	1	3
gene5543	0	1	1	0	0	0
gene5544	2	3	7	9	9	13
gene5545	5	8	10	3	4	11
gene5546	29	43	42	31	19	55
gene5547	3	6	1	3	5	11
gene5548	1	9	6	10	10	14
gene5549	5	9	18	14	17	15
gene5550	5	6	9	10	9	15
gene5551	1	4	3	7	8	3
gene5552	7	16	11	17	20	31
gene5553	13	28	27	63	109	112
gene5554	80	197	174	257	432	505
gene5555	56	117	108	161	246	307
gene5556	127	273	230	398	547	752
gene5557	32	86	68	122	199	220
gene5558	36	98	99	187	297	335
gene5559	52	108	101	169	294	303
gene5560	49	80	80	183	289	386
gene5561	20	29	18	82	125	119
gene5562	10	15	12	32	40	50
gene5563	2	8	11	19	16	15
gene5564	5	11	8	6	18	11
gene5565	26	54	40	56	73	98
gene5566	1	0	0	2	3	2
gene5567	1	10	2	11	11	20
gene5568	29	47	48	131	165	189
gene5569	28	47	59	110	171	179
gene5570	31	40	38	114	287	333
